date,discharge,precipitation,ETp,temp,groundwater,precip_30d,precip_7d,precip_90d,precip_surplus,melt
2007-08-26,0.4910310367346939,14.2,2.37,15.899999999999999,-0.64,1.9966666666666666,3.842857142857143,2.582222222222222,11.829999999999998,1.0
2007-08-27,0.4907331551020408,2.5,2.16,13.843055555555555,-0.65,2.5433333333333334,2.785714285714286,2.5533333333333337,0.33999999999999986,1.0
2007-08-28,0.4626465812807882,1.3,2.29,12.213888888888889,-0.66,2.5433333333333334,3.585714285714286,2.5644444444444443,-0.99,1.0
2007-08-29,0.4232525142857143,0.0,2.33,11.509027777777778,-0.67,2.5633333333333335,3.6857142857142864,2.543333333333333,-2.33,1.0
2007-08-30,0.4006390807453416,1.5,1.16,11.090277777777779,-0.69,2.5633333333333335,2.5857142857142863,2.533333333333333,0.3400000000000001,1.0
2007-08-31,0.3957331783496007,5.6000000000000005,1.08,12.229861111111113,-0.69,2.4099999999999997,2.228571428571429,2.4444444444444446,4.5200000000000005,1.0
2007-09-01,0.4148925790071996,0.7,1.84,13.868749999999999,-0.7,2.1866666666666665,2.1000000000000005,2.4444444444444446,-1.1400000000000001,1.0
2007-09-02,0.4193279340659341,6.5,1.4,14.81732198748044,-0.69,2.243333333333333,2.1000000000000005,2.46,5.1,1.0
2007-09-03,0.4308657733990147,0.0,2.09,11.834878716744914,-0.73,2.28,1.9857142857142862,2.5411111111111113,-2.09,1.0
2007-09-04,0.4243255714285714,0.4,1.83,10.65625,-0.73,2.3333333333333335,1.1857142857142864,2.5411111111111113,-1.4300000000000002,1.0
2007-09-05,0.3989653791621911,0.0,1.89,11.606944444444444,-0.74,2.5166666666666666,1.1857142857142864,2.5277777777777777,-1.89,1.0
2007-09-06,0.3805693714285715,0.7000000000000001,1.85,13.768749999999999,-0.74,2.73,0.2571428571428577,2.137777777777778,-1.15,1.0
2007-09-07,0.3685676326530612,0.0,2.12,15.554166666666667,-0.75,2.71,2.6000000000000005,2.1188888888888893,-2.12,1.0
2007-09-08,0.3570413209647495,0.7000000000000001,1.62,14.976388888888888,-0.77,2.46,2.5428571428571436,2.0544444444444445,-0.92,1.0
2007-09-09,0.3451491,0.0,2.11,13.42361111111111,-0.77,2.46,2.6285714285714294,1.9211111111111112,-2.11,1.0
2007-09-10,0.3925146233766234,16.4,1.11,11.683333333333334,-0.77,2.47,2.528571428571429,1.9,15.29,1.0
