date,temp,humid,wind,radia,precip,ETp,Q(l/s),ks mrk.,Q_mm_d
2008-01-27 12:00:00,1.5472222222222225,81.44444444444444,2.6319444444444446,44.625,0.1,0.185,1308.5657894736842,0.0,0.807572030075188
2008-01-28 00:00:00,1.4611111111111112,99.91666666666669,1.3930555555555555,28.15277777777778,0.8,0.06,1232.997777777778,0.0,0.7609357714285716
2008-01-28 12:00:00,6.202777777777778,98.19444444444444,4.031944444444445,16.02777777777778,0.6,0.06,1169.386956521739,0.0,0.7216788074534161
2008-01-29 00:00:00,5.122222222222223,94.84507042253522,6.193055555555556,9.873239436619718,0.0,0.225,1132.3309523809523,0.0,0.6988099591836735
2008-01-29 12:00:00,5.518055555555556,90.65277777777776,4.729166666666667,7.472222222222222,0.0,0.225,1077.5727272727272,0.0,0.6650163116883117
2008-01-30 00:00:00,5.366666666666666,96.5,5.186111111111111,13.88888888888889,1.4,0.17,1042.3875,0.0,0.643302
2008-01-30 12:00:00,3.7291666666666665,91.90277777777776,4.715277777777778,10.73611111111111,0.6000000000000001,0.17,1023.0424242424244,0.0,0.6313633246753247
2008-01-31 00:00:00,2.286111111111111,93.58333333333331,4.033333333333333,18.30555555555556,0.0,0.21,1004.5302325581396,0.0,0.619938657807309
2008-01-31 12:00:00,2.504166666666667,88.29166666666667,7.444444444444445,9.25,2.1,0.21,978.1475,0.0,0.6036567428571429
2008-02-01 00:00:00,3.276388888888889,87.18055555555556,5.666666666666667,14.569444444444445,0.7,0.31,1013.7463414634146,0.0,0.6256263135888502
2008-02-01 12:00:00,3.844444444444445,87.45833333333333,8.222222222222221,6.208333333333333,2.8,0.31,1085.0708333333334,0.0,0.6696437142857143
2008-02-02 00:00:00,2.969444444444445,77.23611111111111,7.82361111111111,59.79166666666666,1.1,0.315,1129.2304347826089,0.0,0.69689649689441
2008-02-02 12:00:00,0.9027777777777778,79.76388888888889,5.0,40.458333333333336,0.2,0.315,1113.4454545454546,0.0,0.6871549090909091
2008-02-03 00:00:00,2.0708333333333333,87.625,4.305555555555555,67.5,0.0,0.17,1054.651219512195,0.0,0.6508704668989547
2008-02-03 12:00:00,2.852777777777778,79.75,3.702777777777778,42.36111111111112,0.0,0.17,1002.3261904761904,0.0,0.6185784489795918
2008-02-04 00:00:00,1.95,85.81944444444444,3.411111111111111,51.65277777777778,0.0,0.13,968.8121951219512,0.0,0.5978955261324042
2008-02-04 12:00:00,3.283333333333333,88.43055555555556,2.738888888888889,46.31944444444444,0.3,0.13,925.965789473684,0.0,0.5714531729323308
2008-02-05 00:00:00,3.725,92.41666666666669,2.980555555555556,40.30555555555556,0.1,0.165,909.708108108108,0.0,0.561419861003861
2008-02-05 12:00:00,4.338888888888889,91.33333333333331,4.915277777777778,18.93055555555556,2.0,0.165,890.1305555555556,0.0,0.5493377142857143
2008-02-06 00:00:00,5.904166666666667,96.73611111111111,3.947222222222222,23.11111111111111,5.7,0.255,969.8545454545456,0.0,0.5985388051948053
2008-02-06 12:00:00,5.795833333333333,83.30555555555556,7.427777777777777,26.02777777777778,0.2,0.255,1184.6326086956522,0.0,0.731087552795031
2008-02-07 00:00:00,5.463888888888889,73.95833333333333,6.987500000000001,69.95833333333333,0.2,0.32,1197.5972972972972,0.0,0.7390886177606177
2008-02-07 12:00:00,4.529166666666667,80.43055555555556,2.772222222222222,53.04166666666666,0.0,0.32,1140.9024390243903,0.0,0.7040997909407666
2008-02-08 00:00:00,5.247222222222223,98.79166666666669,3.038888888888889,16.791666666666668,0.3,0.125,1078.5659574468084,0.0,0.6656292765957446
2008-02-08 12:00:00,6.215277777777778,99.18055555555556,1.3805555555555555,17.27777777777778,0.0,0.125,1057.1365853658535,0.0,0.6524042926829268
2008-02-09 00:00:00,4.479166666666667,87.38888888888889,1.6958333333333333,66.20833333333333,0.0,0.305,1031.3,0.0,0.6364594285714286
2008-02-09 12:00:00,8.627777777777778,58.91666666666666,3.111111111111111,42.41666666666666,0.0,0.305,992.1871794871796,0.0,0.6123212307692308
2008-02-10 00:00:00,5.618055555555555,71.79166666666667,2.461111111111111,55.80555555555556,0.0,0.22,974.6285714285714,0.0,0.6014850612244897
2008-02-10 12:00:00,5.880555555555556,88.65277777777777,2.061111111111112,54.80555555555556,0.0,0.22,935.1076923076922,0.0,0.5770950329670329
2008-02-11 00:00:00,3.561111111111111,100.0,0.9680555555555556,17.63888888888889,0.0,0.165,912.3,0.0,0.5630194285714286
2008-02-11 12:00:00,4.752777777777777,90.40277777777776,1.2027777777777775,10.625,0.0,0.165,880.4852941176471,0.0,0.5433852100840336
2008-02-12 00:00:00,0.9458333333333332,92.0,0.448611111111111,19.05555555555556,0.0,0.18,856.5818181818181,0.0,0.5286333506493506
2008-02-12 12:00:00,3.2666666666666666,78.06944444444444,1.5611111111111111,25.75,0.0,0.18,839.225,0.0,0.5179217142857143
